"Cell","Drug","IC50"
1240219,"Sepantronium bromide",-3.752027
1240219,"Afatinib",3.354014
1240219,"Sapitinib",6.423564
1240219,"SCH772984",2.638647
1240219,"Palbociclib",4.013583
1240219,"VE821",6.167165
1240219,"JQ1",1.75879
1240219,"Bortezomib",-3.708187
1240219,"MG-132",-0.372542
1240219,"AMG-319",5.642232
1240219,"Vinorelbine",1.266738
1240219,"Olaparib",5.008577
1240219,"Epirubicin",-0.660912
1240219,"PFI3",6.733231
1240219,"MIRA-1",7.126829
1240219,"I-BRD9",6.478474
1240219,"Avagacestat",5.741154
1240219,"Vorinostat",3.651384
1240219,"Bosutinib",3.009002
1240219,"Dinaciclib",-0.288617
1240219,"PFI-1",5.273011
1240219,"EHT-1864",3.855825
1240219,"PCI-34051",6.089884
1240219,"Serdemetan",4.220156
1240219,"MK-1775",0.248596
1240219,"Gefitinib",4.783802
1240219,"AZD6738",2.547333
1240219,"Ipatasertib",5.542508
1240219,"Doramapimod",5.482061
1240219,"MK-2206",5.552703
1240219,"Osimertinib",3.018142
1240219,"Talazoparib",2.423172
1240219,"Navitoclax",3.121869
1240219,"LCL161",6.135639
1240219,"Lenalidomide",4.927478
1240219,"BMS-345541",3.927167
1240219,"YK-4-279",4.219103
1240219,"I-BET-762",4.009061
1240219,"ABT737",3.839571
1240219,"LJI308",6.749264
1240219,"Savolitinib",2.734214
1240219,"Irinotecan",2.295478
1240219,"AZ960",5.815938
1240219,"CZC24832",6.99568
1240219,"Erlotinib",3.538633
1240219,"PD173074",4.597104
1240219,"NU7441",3.767037
1240219,"Lapatinib",5.019822
1240219,"Tamoxifen",4.667372
1240219,"PLX-4720",6.028809
1240219,"SGC0946",1.730486
1240219,"KRAS (G12C) Inhibitor-12",6.149074
1240219,"JNK Inhibitor VIII",5.161648
1240219,"Dactolisib",-0.890928
1240219,"Motesanib",4.904281
1240219,"Tanespimycin",1.471325
1240219,"Crizotinib",4.531086
1240219,"Luminespib",2.697419
1240219,"PRT062607",4.998615
1240219,"AZD3759",3.683549
1240219,"Sabutoclax",1.611984
1240219,"GSK343",3.646572
1240219,"BMS-754807",3.323457
1240219,"Afuresertib",4.989828
1240219,"Lestaurtinib",0.055913
1240219,"RO-3306",5.92936
1240219,"AGI-5198",4.521683
1240219,"Fulvestrant",3.810211
1240219,"Cyclophosphamide",5.98911
1240219,"AZD5363",5.722563
1240219,"LY2109761",6.935547
1240219,"Entinostat",4.573898
1240219,"Paclitaxel",0.110995
1240220,"BMS-536924",3.136246
1240220,"Telomerase Inhibitor IX",0.914124
1240220,"YK-4-279",2.063399
1240220,"Vismodegib",5.873746
1240220,"ZM447439",2.857697
1240220,"Mirin",5.886515
1240220,"SB216763",6.117151
1240220,"NVP-ADW742",5.50459
1240220,"Nutlin-3a (-)",2.12618
1240220,"Buparlisib",2.796653
1240220,"Bortezomib",-4.248258
1240220,"BIBR-1532",4.150461
1240220,"Venetoclax",3.676132
1240220,"Cediranib",2.958489
1240220,"AGI-6780",5.714142
1240220,"WZ4003",5.164622
1240220,"MG-132",-0.630432
1240220,"OTX015",5.434434
1240220,"EHT-1864",2.94242
1240220,"Temozolomide",6.684948
1240220,"AZ6102",2.586224
1240220,"Alpelisib",4.153549
1240220,"Staurosporine",-1.734901
1240220,"AZD8186",3.227388
1240220,"PRIMA-1MET",2.677365
1240220,"Rucaparib",4.751082
1240220,"GW441756",4.438583
1240220,"GSK2606414",4.507393
1240220,"AZD4547",6.072896
1240220,"Olaparib",4.694814
1240220,"ML323",4.278416
1240220,"IWP-2",3.793891
1240220,"Veliparib",5.970791
1240220,"MN-64",4.662652
1240220,"XAV939",4.319393
1240220,"P22077",3.897679
1240220,"Ruxolitinib",5.79166
1240220,"BMS-345541",4.142237
1240220,"JNK Inhibitor VIII",4.791685
1240220,"EPZ5676",6.036097
1240220,"Navitoclax",3.578442
1240220,"Wee1 Inhibitor",1.055657
1240220,"SN-38",-2.639043
1240220,"OF-1",4.451328
1240220,"Axitinib",4.255343
1240220,"PD0325901",2.609405
1240220,"JQ1",3.238222
1240220,"Ulixertinib",5.115796
1240220,"Taselisib",2.850324
1240220,"AZD5363",2.791889
1240220,"Talazoparib",3.565812
1240220,"AT13148",2.405128
1240220,"Picolinici-acid",6.061076
1240220,"Leflunomide",5.23915
1240220,"Gemcitabine",-2.941411
1240220,"Niraparib",4.597046
1240220,"Avagacestat",4.731931
1240220,"SCH772984",4.276758
1240220,"Oxaliplatin",2.715967
1240220,"VE-822",3.098724
1240220,"Bosutinib",1.956534
1240220,"Dinaciclib",-1.975667
1240220,"Camptothecin",-2.743878
1240220,"AMG-319",5.493486
1240220,"Pyridostatin",5.856946
1240220,"Epirubicin",0.346967
1240220,"Selumetinib",3.599502
1240220,"GSK2578215A",6.042846
1240220,"Dactinomycin",-2.597295
1240220,"GSK591",5.366592
1240220,"EPZ004777",4.815183
1240220,"Entospletinib",5.397895
1240220,"GDC0810",5.235572
1240220,"Savolitinib",3.661198
1240220,"MK-2206",2.09081
1240220,"Palbociclib",2.142585
1240220,"Serdemetan",3.582659
1240220,"Vinorelbine",-0.271278
1240220,"Uprosertib",0.983363
1240220,"MK-8776",3.982603
1240220,"Refametinib",2.898697
1240220,"Docetaxel",-0.98542
1240220,"Ipatasertib",3.364817
1240220,"MIRA-1",5.732817
1240220,"PFI-1",4.899501
1240220,"Osimertinib",1.934457
1240220,"PFI3",6.090824
1240220,"Pictilisib",1.653616
1240220,"WIKI4",4.275247
1240220,"Sorafenib",2.566016
1240220,"Foretinib",2.463013
1240220,"VE821",3.584725
1240220,"Gefitinib",3.556965
1240220,"Doramapimod",3.31278
1240220,"AZD3759",2.681231
1240220,"NU7441",2.63684
1240220,"Dactolisib",-2.780836
1240220,"Lestaurtinib",1.100011
1240220,"PD173074",3.416445
1240220,"PLX-4720",2.384153
1240220,"Linsitinib",5.715236
1240220,"SB590885",5.424004
1240220,"Erlotinib",2.361871
1240220,"Ibrutinib",4.218322
1240220,"Nilotinib",2.795532
1240220,"Trametinib",1.135617
1240220,"BMS-754807",3.046281
1240220,"Irinotecan",2.58445
1240220,"GSK343",3.374503
1240220,"LY2109761",5.419939
1240220,"Dasatinib",-0.793172
1240220,"GSK1904529A",4.115552
1240220,"VX-11e",3.148075
1240220,"Ribociclib",3.840663
1240220,"OSI-027",3.193919
1240220,"Pevonedistat",1.625603
1240220,"PCI-34051",5.572647
1240220,"Vorinostat",1.81341
1240220,"Crizotinib",4.129417
1240220,"Cyclophosphamide",5.929954
1240220,"SGC0946",2.487513
1240220,"Fulvestrant",3.814566
1240220,"Motesanib",6.117151
1240220,"Sabutoclax",1.144633
1240220,"Rapamycin",-2.006448
1240220,"LCL161",4.849863
1240220,"Wnt-C59",5.810644
1240220,"I-BRD9",5.886465
1240220,"5-Fluorouracil",4.000628
1240220,"Tamoxifen",6.050274
1240220,"RO-3306",3.575831
1240220,"Afuresertib",1.66158
1240220,"AGI-5198",5.636003
1240220,"Lapatinib",1.97821
1240220,"AZD7762",1.836345
1240220,"RVX-208",6.071217
1240220,"I-BET-762",4.8802
1240220,"Entinostat",2.099917
1240220,"Paclitaxel",-0.926087
1240220,"LGK974",5.683758
1240220,"PRT062607",4.154211
1240220,"Afatinib",1.493415
1240220,"Sepantronium bromide",-2.382596
1240220,"AZD6738",4.155656
1240220,"KRAS (G12C) Inhibitor-12",5.953347
1240220,"AZ960",1.177616
1240220,"ABT737",2.961564
1240220,"Tanespimycin",1.239875
1240220,"MK-1775",1.077399
1240220,"Luminespib",-2.402839
1240220,"CZC24832",6.117151
1240220,"LJI308",5.612822
1240220,"KU-55933",4.918937
1240220,"Lenalidomide",5.009857
1240220,"Sapitinib",2.963977
1240221,"Temozolomide",5.767194
1240221,"AZD8186",2.54458
1240221,"RVX-208",3.523606
1240221,"BIBR-1532",4.100626
1240221,"NVP-ADW742",1.646637
1240221,"XAV939",4.170611
1240221,"MN-64",4.364968
1240221,"Vismodegib",3.821172
1240221,"Cediranib",3.455291
1240221,"P22077",3.174597
1240221,"Axitinib",1.925044
1240221,"Veliparib",4.788373
1240221,"PD0325901",1.860032
1240221,"Wee1 Inhibitor",1.601073
1240221,"Refametinib",3.183895
1240221,"Telomerase Inhibitor IX",1.186121
1240221,"Fulvestrant",2.523794
1240221,"GSK2606414",2.179151
1240221,"IWP-2",2.541322
1240221,"Buparlisib",0.585822
1240221,"GSK2578215A",4.004181
1240221,"SN-38",-6.737376
1240221,"ZM447439",0.924238
1240221,"AZD4547",1.327573
1240221,"ML323",3.4427
1240221,"Leflunomide",4.566651
1240221,"WIKI4",3.884151
1240221,"AZ6102",3.935288
1240221,"Alpelisib",3.303259
1240221,"5-Fluorouracil",3.910799
1240221,"WZ4003",3.072657
1240221,"JQ1",2.474636
1240221,"GW441756",2.177765
1240221,"AT13148",3.005149
1240221,"BMS-536924",2.286143
1240221,"OF-1",2.949549
1240221,"Gefitinib",2.609218
1240221,"OTX015",1.08894
1240221,"EPZ5676",4.221332
1240221,"OSI-027",2.864372
1240221,"AZD7762",-0.128876
1240221,"Niraparib",2.193284
1240221,"PRIMA-1MET",6.023191
1240221,"Dasatinib",3.341377
1240221,"SB216763",4.890435
1240221,"Sepantronium bromide",-5.969446
1240221,"Camptothecin",-4.620062
1240221,"Ruxolitinib",4.052833
1240221,"Entospletinib",3.460889
1240221,"Avagacestat",4.118805
1240221,"Foretinib",0.0061
1240221,"Dinaciclib",-3.985961
1240221,"KU-55933",4.9243
1240221,"Vinorelbine",-4.722219
1240221,"Uprosertib",3.378153
1240221,"Selumetinib",3.680943
1240221,"Ibrutinib",4.534164
1240221,"Pevonedistat",-2.195485
1240221,"VE821",4.012457
1240221,"Ulixertinib",2.495484
1240221,"YK-4-279",0.704179
1240221,"Navitoclax",0.436503
1240221,"MG-132",-1.394527
1240221,"Epirubicin",-2.116028
1240221,"Nilotinib",3.263291
1240221,"AZD6738",0.971859
1240221,"Ipatasertib",4.554273
1240221,"Wnt-C59",3.816666
1240221,"PFI3",3.955298
1240221,"Palbociclib",2.33267
1240221,"LGK974",3.16236
1240221,"EHT-1864",2.624431
1240221,"Nutlin-3a (-)",4.372905
1240221,"SB590885",4.234624
1240221,"GSK591",4.597787
1240221,"Ribociclib",3.054806
1240221,"Staurosporine",-1.895003
1240221,"Rucaparib",2.669071
1240221,"Lestaurtinib",-1.773985
1240221,"Bortezomib",-4.588748
1240221,"Picolinici-acid",4.80187
1240221,"Mirin",3.804288
1240221,"EPZ004777",4.163039
1240221,"Erlotinib",2.480342
1240221,"Vorinostat",0.684409
1240221,"Docetaxel",-6.36707
1240221,"Trametinib",1.478557
1240221,"GDC0810",4.127764
1240221,"Gemcitabine",-4.228848
1240221,"JNK Inhibitor VIII",4.85316
1240221,"Linsitinib",1.756307
1240221,"Olaparib",1.702534
1240221,"SCH772984",3.958321
1240221,"Taselisib",1.59352
1240221,"VX-11e",3.18403
1240221,"Dactinomycin",-6.158118
1240221,"Bosutinib",1.989864
1240221,"Talazoparib",-1.241209
1240221,"Rapamycin",-1.896248
1240221,"MK-8776",3.119347
1240221,"I-BRD9",4.570997
1240221,"Oxaliplatin",4.060853
1240221,"Sorafenib",1.874087
1240221,"Osimertinib",2.120354
1240221,"Pictilisib",1.197941
1240221,"LJI308",4.68199
1240221,"AZ960",0.668344
1240221,"BMS-345541",2.388057
1240221,"Lapatinib",3.698968
1240221,"Sabutoclax",-2.542668
1240221,"Serdemetan",3.234502
1240221,"ABT737",0.100923
1240221,"MK-1775",0.989632
1240221,"Savolitinib",1.883455
1240221,"LCL161",4.811883
1240221,"Pyridostatin",2.99347
1240221,"NU7441",2.843242
1240221,"AMG-319",4.116331
1240221,"PCI-34051",3.169365
1240221,"Sapitinib",5.055608
1240221,"MK-2206",3.048122
1240221,"Doramapimod",4.583395
1240221,"MIRA-1",5.077394
1240221,"AZD5363",3.014106
1240221,"Venetoclax",0.66114
1240221,"Tanespimycin",0.490822
1240221,"Tamoxifen",3.312879
1240221,"AZD3759",2.786951
1240221,"AGI-6780",2.580378
1240221,"VE-822",1.997726
1240221,"PFI-1",3.036614
1240221,"Luminespib",-3.438218
1240221,"Motesanib",4.927771
1240221,"Dactolisib",-2.53323
1240221,"GSK1904529A",3.049719
1240221,"I-BET-762",1.938946
1240221,"Afatinib",1.978926
1240221,"Cyclophosphamide",4.905582
1240221,"LY2109761",3.462125
1240221,"PLX-4720",4.278697
1240221,"BMS-754807",0.31796
1240221,"CZC24832",4.452717
1240221,"RO-3306",3.298827
1240221,"Afuresertib",3.013291
1240221,"Entinostat",1.235297
1240221,"PD173074",3.171757
1240221,"SGC0946",1.921444
1240221,"PRT062607",2.191647
1240221,"AGI-5198",4.341005
1240221,"GSK343",2.508111
1240221,"Lenalidomide",4.926557
1240221,"Crizotinib",1.85453
1240221,"Paclitaxel",-5.607728
1240221,"KRAS (G12C) Inhibitor-12",2.862465
1240221,"Irinotecan",0.15818
1240222,"NVP-ADW742",3.313717
1240222,"Temozolomide",6.661208
1240222,"MN-64",5.068316
1240222,"AZD7762",-0.242687
1240222,"Vismodegib",5.248696
1240222,"RVX-208",5.242431
1240222,"Buparlisib",1.917236
1240222,"AZD8186",3.135044
1240222,"PRIMA-1MET",1.84398
1240222,"Nutlin-3a (-)",2.675623
1240222,"IWP-2",3.452915
1240222,"SB590885",5.065866
1240222,"XAV939",4.262089
1240222,"Veliparib",4.794476
1240222,"BIBR-1532",5.201571
1240222,"WZ4003",2.623032
1240222,"Ibrutinib",4.499825
1240222,"Cediranib",2.628409
1240222,"BMS-345541",3.458677
1240222,"OSI-027",1.002646
1240222,"OF-1",6.008718
1240222,"Axitinib",4.016754
1240222,"Niraparib",3.138465
1240222,"Wee1 Inhibitor",1.480133
1240222,"Dinaciclib",-3.622701
1240222,"Telomerase Inhibitor IX",-0.120002
1240222,"Refametinib",1.825129
1240222,"Nilotinib",4.164907
1240222,"Alpelisib",4.91741
1240222,"Lestaurtinib",0.82152
1240222,"Pevonedistat",-1.580998
1240222,"Vinorelbine",-2.87692
1240222,"SN-38",-2.924892
1240222,"Vorinostat",2.418955
1240222,"GSK2578215A",5.435736
1240222,"P22077",3.039059
1240222,"GDC0810",5.068961
1240222,"OTX015",1.534948
1240222,"Cyclophosphamide",4.613678
1240222,"LCL161",2.330279
1240222,"Entospletinib",1.920819
1240222,"ML323",5.010314
1240222,"BMS-536924",2.049077
1240222,"Uprosertib",-0.569051
1240222,"Ulixertinib",2.818256
1240222,"SB216763",4.422473
1240222,"Leflunomide",5.989199
1240222,"WIKI4",3.223149
1240222,"GSK591",4.4191
1240222,"AZD6738",1.085952
1240222,"Avagacestat",5.640508
1240222,"Talazoparib",3.454304
1240222,"Palbociclib",3.754257
1240222,"Dactinomycin",-5.450626
1240222,"Sepantronium bromide",-5.935355
1240222,"Linsitinib",6.300872
1240222,"Taselisib",2.417291
1240222,"Selumetinib",3.493158
1240222,"VE821",3.454586
1240222,"Foretinib",0.76702
1240222,"PFI3",5.720541
1240222,"LGK974",5.023566
1240222,"AZ960",1.801664
1240222,"Camptothecin",-1.551931
1240222,"AZ6102",1.574326
1240222,"MK-8776",2.684434
1240222,"Gemcitabine",0.185741
1240222,"Docetaxel",-4.110112
1240222,"Ribociclib",3.939264
1240222,"Fulvestrant",3.594032
1240222,"AT13148",1.598352
1240222,"MG-132",-2.431173
1240222,"Staurosporine",-5.238065
1240222,"EPZ004777",4.898141
1240222,"Ruxolitinib",4.924419
1240222,"Gefitinib",4.078958
1240222,"ZM447439",3.719477
1240222,"Rapamycin",-4.659669
1240222,"AGI-6780",5.318493
1240222,"Ipatasertib",1.62747
1240222,"EPZ5676",5.749352
1240222,"PD0325901",1.510884
1240222,"Pictilisib",1.761077
1240222,"AMG-319",5.822751
1240222,"Sorafenib",3.364044
1240222,"Olaparib",4.76303
1240222,"Wnt-C59",4.617408
1240222,"Savolitinib",2.637469
1240222,"JQ1",2.29625
1240222,"GW441756",3.957807
1240222,"AZD4547",3.483904
1240222,"KU-55933",5.569713
1240222,"PCI-34051",3.395386
1240222,"Sapitinib",2.539252
1240222,"5-Fluorouracil",3.49444
1240222,"Erlotinib",1.60667
1240222,"MK-1775",-0.139451
1240222,"EHT-1864",5.227372
1240222,"Mirin",4.759044
1240222,"PLX-4720",2.563031
1240222,"GSK1904529A",4.30561
1240222,"Serdemetan",4.437672
1240222,"VX-11e",2.812816
1240222,"Doramapimod",5.662551
1240222,"Oxaliplatin",1.56028
1240222,"I-BRD9",3.85091
1240222,"YK-4-279",3.378335
1240222,"Venetoclax",3.583263
1240222,"Tanespimycin",-1.78185
1240222,"Trametinib",0.423077
1240222,"VE-822",1.855488
1240222,"Bosutinib",2.236962
1240222,"Dasatinib",-2.112654
1240222,"Picolinici-acid",5.745872
1240222,"Bortezomib",-5.845036
1240222,"JNK Inhibitor VIII",5.154461
1240222,"Lenalidomide",5.642487
1240222,"LJI308",5.561256
1240222,"Lapatinib",4.735983
1240222,"Rucaparib",3.578212
1240222,"SCH772984",2.304775
1240222,"Sabutoclax",0.127796
1240222,"Navitoclax",2.649102
1240222,"CZC24832",5.690934
1240222,"Epirubicin",-1.310854
1240222,"GSK343",3.162924
1240222,"Afatinib",1.096669
1240222,"PFI-1",4.215201
1240222,"Dactolisib",-1.95557
1240222,"NU7441",4.631518
1240222,"KRAS (G12C) Inhibitor-12",3.918088
1240222,"MK-2206",3.981767
1240222,"Osimertinib",1.837373
1240222,"SGC0946",1.807501
1240222,"AZD5363",0.96261
1240222,"AZD3759",2.702035
1240222,"PD173074",2.939668
1240222,"MIRA-1",4.573616
1240222,"Paclitaxel",-2.24214
1240222,"Motesanib",6.136813
1240222,"ABT737",3.182105
1240222,"GSK2606414",2.899759
1240222,"Luminespib",-3.679399
1240222,"Irinotecan",3.134233
1240222,"Crizotinib",3.001589
1240222,"Tamoxifen",4.89169
1240222,"I-BET-762",3.711592
1240222,"Pyridostatin",3.199642
1240222,"Afuresertib",0.194557
1240222,"AGI-5198",3.992961
1240222,"PRT062607",2.88921
1240222,"LY2109761",6.115492
1240222,"Entinostat",2.36572
1240222,"BMS-754807",1.496936
1240222,"RO-3306",4.165994
1240223,"AZD7762",1.299629
1240223,"XAV939",5.861785
1240223,"Temozolomide",8.212706
1240223,"MN-64",6.866441
1240223,"Buparlisib",2.41123
1240223,"Talazoparib",2.414491
1240223,"PLX-4720",7.026321
1240223,"NVP-ADW742",7.050537
1240223,"Alpelisib",6.730868
1240223,"RVX-208",5.127646
1240223,"Ipatasertib",5.893817
1240223,"SB590885",5.480663
1240223,"Pevonedistat",0.483177
1240223,"Telomerase Inhibitor IX",3.668516
1240223,"Dinaciclib",0.122504
1240223,"AZ6102",5.706868
1240223,"Nutlin-3a (-)",7.053147
1240223,"GSK591",6.914898
1240223,"BIBR-1532",6.082113
1240223,"Cediranib",5.430109
1240223,"IWP-2",4.57615
1240223,"OF-1",6.922371
1240223,"OSI-027",5.392821
1240223,"GDC0810",7.05716
1240223,"Cyclophosphamide",7.189176
1240223,"GSK2578215A",6.752228
1240223,"AZD8186",5.437797
1240223,"PCI-34051",6.281509
1240223,"Ruxolitinib",5.827736
1240223,"SN-38",-2.927774
1240223,"VE821",6.8763
1240223,"AT13148",5.014421
1240223,"Wee1 Inhibitor",4.016061
1240223,"Leflunomide",5.122022
1240223,"Veliparib",7.114439
1240223,"Camptothecin",-1.959418
1240223,"Nilotinib",5.570455
1240223,"BMS-345541",4.729741
1240223,"GSK1904529A",6.230824
1240223,"Entospletinib",6.01963
1240223,"Vorinostat",3.022198
1240223,"Ibrutinib",7.209097
1240223,"Uprosertib",6.485763
1240223,"Niraparib",5.002921
1240223,"WZ4003",5.380336
1240223,"Palbociclib",4.490025
1240223,"LCL161",6.659333
1240223,"Ribociclib",5.023191
1240223,"Ulixertinib",2.629973
1240223,"ML323",6.261156
1240223,"Axitinib",3.696998
1240223,"Gemcitabine",3.19833
1240223,"5-Fluorouracil",8.545843
1240223,"Savolitinib",2.886787
1240223,"Pictilisib",3.572154
1240223,"I-BRD9",5.52425
1240223,"Refametinib",1.303538
1240223,"P22077",4.743027
1240223,"Dactinomycin",-2.228493
1240223,"AZ960",5.191517
1240223,"Taselisib",5.095913
1240223,"WIKI4",3.525648
1240223,"MK-8776",4.900771
1240223,"AZD6738",4.78141
1240223,"BMS-536924",3.251872
1240223,"Sabutoclax",-0.05634
1240223,"LGK974",5.290587
1240223,"EPZ004777",7.308158
1240223,"Trametinib",-1.862224
1240223,"Avagacestat",7.621815
1240223,"Oxaliplatin",7.072828
1240223,"SB216763",5.052074
1240223,"PFI3",7.232067
1240223,"PD0325901",-0.711575
1240223,"Vinorelbine",1.307234
1240223,"Sepantronium bromide",-3.945174
1240223,"Vismodegib",5.921857
1240223,"Selumetinib",1.985745
1240223,"GW441756",4.240094
1240223,"PRIMA-1MET",7.635191
1240223,"Serdemetan",5.920847
1240223,"Linsitinib",6.790496
1240223,"Olaparib",5.066442
1240223,"Picolinici-acid",6.782238
1240223,"OTX015",2.892778
1240223,"Lestaurtinib",0.235035
1240223,"ZM447439",6.153606
1240223,"Bortezomib",-2.44606
1240223,"JNK Inhibitor VIII",6.601285
1240223,"AZD4547",3.49103
1240223,"KU-55933",6.896816
1240223,"MG-132",-0.704748
1240223,"Staurosporine",-2.524285
1240223,"PFI-1",4.070424
1240223,"JQ1",3.503986
1240223,"EPZ5676",7.387755
1240223,"Tamoxifen",4.804679
1240223,"AMG-319",7.08364
1240223,"AGI-6780",6.575425
1240223,"SCH772984",1.57815
1240223,"Foretinib",2.834181
1240223,"PD173074",4.490064
1240223,"Epirubicin",-1.105439
1240223,"Venetoclax",3.614123
1240223,"YK-4-279",4.532723
1240223,"Mirin",8.70448
1240223,"EHT-1864",4.732731
1240223,"VE-822",6.131829
1240223,"Docetaxel",-2.405994
1240223,"MK-1775",1.84801
1240223,"Tanespimycin",0.773496
1240223,"Sapitinib",7.022826
1240223,"Sorafenib",5.203575
1240223,"Erlotinib",4.674364
1240223,"Fulvestrant",5.030409
1240223,"ABT737",3.777384
1240223,"AZD3759",4.524415
1240223,"Lenalidomide",7.252419
1240223,"Bosutinib",4.524831
1240223,"Wnt-C59",5.945675
1240223,"Osimertinib",3.496907
1240223,"AZD5363",5.766623
1240223,"CZC24832",7.14722
1240223,"I-BET-762",3.260239
1240223,"Lapatinib",6.865666
1240223,"RO-3306",5.649048
1240223,"VX-11e",5.871792
1240223,"LY2109761",5.669468
1240223,"Rucaparib",6.559272
1240223,"Dasatinib",5.65853
1240223,"Navitoclax",3.968472
1240223,"Gefitinib",5.3162
1240223,"Afatinib",2.649632
1240223,"NU7441",5.160163
1240223,"Dactolisib",1.08336
1240223,"BMS-754807",3.706013
1240223,"Crizotinib",4.123669
1240223,"Afuresertib",4.193768
1240223,"AGI-5198",6.074286
1240223,"LJI308",5.925069
1240223,"MIRA-1",7.617229
1240223,"KRAS (G12C) Inhibitor-12",7.748845
1240223,"MK-2206",6.318814
1240223,"GSK2606414",4.754153
1240223,"GSK343",3.880702
1240223,"Rapamycin",-1.001319
1240223,"Doramapimod",6.119785
1240223,"PRT062607",4.100102
1240223,"Entinostat",3.47934
1240223,"SGC0946",3.363467
1240223,"Irinotecan",3.954897
1240223,"Paclitaxel",0.344664
1240223,"Luminespib",-0.770552
1240223,"Pyridostatin",6.314417
1240223,"Motesanib",7.252419
1240224,"Buparlisib",4.156033
1240224,"GDC0810",6.901548
1240224,"Rucaparib",5.298729
1240224,"AZ6102",3.931358
1240224,"XAV939",4.724108
1240224,"Pevonedistat",3.498687
1240224,"WZ4003",7.216424
1240224,"PCI-34051",5.998505
1240224,"Dactinomycin",-0.836206
1240224,"IWP-2",4.742606
1240224,"SB216763",6.965142
1240224,"PD173074",3.433265
1240224,"Ribociclib",5.448072
1240224,"RVX-208",4.678918
1240224,"Cediranib",2.309102
1240224,"Talazoparib",6.315339
1240224,"MN-64",4.98321
1240224,"AZD7762",2.876641
1240224,"LCL161",5.431911
1240224,"NVP-ADW742",3.647196
1240224,"Camptothecin",2.1425
1240224,"Alpelisib",5.003574
1240224,"ZM447439",2.790895
1240224,"Savolitinib",4.964035
1240224,"Foretinib",1.226265
1240224,"Uprosertib",4.499377
1240224,"Lestaurtinib",2.772962
1240224,"I-BRD9",4.092674
1240224,"Temozolomide",8.210987
1240224,"OF-1",4.038375
1240224,"Palbociclib",5.635915
1240224,"Epirubicin",2.751235
1240224,"PFI-1",4.980913
1240224,"Sabutoclax",0.906033
1240224,"KU-55933",6.633426
1240224,"OSI-027",6.661143
1240224,"Entospletinib",5.275693
1240224,"WIKI4",3.432973
1240224,"Telomerase Inhibitor IX",1.91624
1240224,"Nutlin-3a (-)",5.980977
1240224,"Ipatasertib",4.075856
1240224,"SN-38",1.346439
1240224,"Ruxolitinib",6.326633
1240224,"MIRA-1",6.391688
1240224,"LJI308",5.077742
1240224,"JQ1",2.997002
1240224,"BMS-345541",4.445783
1240224,"AZD8186",3.384333
1240224,"AT13148",3.381727
1240224,"SB590885",6.741471
1240224,"Ulixertinib",5.61206
1240224,"BIBR-1532",5.038763
1240224,"Leflunomide",5.904146
1240224,"Veliparib",7.163613
1240224,"Bosutinib",3.514988
1240224,"OTX015",2.669932
1240224,"Cyclophosphamide",6.76936
1240224,"Mirin",4.581511
1240224,"GW441756",5.61442
1240224,"AZ960",2.637553
1240224,"Sepantronium bromide",-1.366331
1240224,"PD0325901",3.931236
1240224,"Gemcitabine",5.676349
1240224,"EPZ004777",6.93714
1240224,"Taselisib",3.916284
1240224,"ML323",6.564601
1240224,"Niraparib",6.083186
1240224,"Selumetinib",5.240615
1240224,"AZD5363",3.633315
1240224,"Fulvestrant",5.132033
1240224,"PLX-4720",5.614083
1240224,"Dinaciclib",-1.006385
1240224,"MK-8776",3.604523
1240224,"Trametinib",1.724338
1240224,"Wee1 Inhibitor",1.25275
1240224,"Picolinici-acid",6.984254
1240224,"BMS-536924",2.837816
1240224,"Osimertinib",2.206308
1240224,"Rapamycin",1.147504
1240224,"EPZ5676",7.114559
1240224,"Bortezomib",-5.185718
1240224,"Tamoxifen",6.528504
1240224,"Vismodegib",5.928056
1240224,"Vorinostat",2.83772
1240224,"Vinorelbine",0.13404
1240224,"AZD6738",3.196207
1240224,"Oxaliplatin",6.492493
1240224,"Erlotinib",4.748907
1240224,"Docetaxel",-1.033319
1240224,"AMG-319",5.353696
1240224,"YK-4-279",3.554148
1240224,"Irinotecan",6.397482
1240224,"PFI3",7.42709
1240224,"Pictilisib",3.374816
1240224,"Ibrutinib",3.901097
1240224,"Refametinib",3.965298
1240224,"Axitinib",4.890944
1240224,"GSK2578215A",4.929467
1240224,"Olaparib",6.476847
1240224,"Serdemetan",4.505714
1240224,"ABT737",1.563043
1240224,"MK-1775",1.548066
1240224,"Venetoclax",3.066592
1240224,"Navitoclax",2.313201
1240224,"EHT-1864",2.923183
1240224,"GSK1904529A",5.334065
1240224,"MG-132",-1.500857
1240224,"Dasatinib",0.167378
1240224,"AZD4547",5.750077
1240224,"Linsitinib",7.183504
1240224,"VE-822",4.306264
1240224,"JNK Inhibitor VIII",4.905627
1240224,"RO-3306",4.67721
1240224,"Doramapimod",5.438748
1240224,"Lenalidomide",6.760981
1240224,"P22077",6.624345
1240224,"Staurosporine",-0.558295
1240224,"GSK591",3.98915
1240224,"Wnt-C59",5.030115
1240224,"Gefitinib",4.915024
1240224,"Nilotinib",4.175442
1240224,"Afatinib",3.882312
1240224,"I-BET-762",3.797801
1240224,"Lapatinib",2.054326
1240224,"GSK343",4.847705
1240224,"KRAS (G12C) Inhibitor-12",5.893062
1240224,"VX-11e",3.280925
1240224,"CZC24832",7.188119
1240224,"GSK2606414",6.716601
1240224,"AGI-6780",6.264844
